Gene,Rank
ACE3P,1.9230594304451622e-07
RNU6ATAC35P,1.92296553773221e-07
TRAV10,1.9227074255139204e-07
AC016590.2,1.922080541596821e-07
AC006946.2,1.921309304897632e-07
LINC02243,1.9211973396406539e-07
AC003965.1,1.921165682878369e-07
RNU6-549P,1.9208223161405797e-07
RPL39P5,1.9207036997576693e-07
GAS8-AS1,1.9197569397234263e-07
PGAM1P8,1.9192132724821934e-07
AC018752.1,1.9190300017801752e-07
AC090398.2,1.9189809333081931e-07
RPL7P21,1.918936433965971e-07
AC008443.3,1.918932446495063e-07
LINC02398,1.9188781172374397e-07
AC092794.1,1.9188027568995597e-07
RN7SL306P,1.918722266978894e-07
BRWD1P1,1.918466965373361e-07
AC090953.2,1.9184652063463826e-07
OR2AK2,1.9183896673676091e-07
LINC02724,1.917943375825112e-07
RNU6-1316P,1.9177029907976052e-07
AC013270.1,1.9172807747722818e-07
TJP3,1.917246481428228e-07
LINC02757,1.917127991933829e-07
HNRNPA1P44,1.9167873381538916e-07
MIR219A1,1.9160846650115472e-07
AP001496.1,1.9150116106864224e-07
TOMM22P5,1.9146608641545232e-07
DGKK,1.9145026819202343e-07
RNU6-1128P,1.9143973167005299e-07
RNA5SP239,1.9142908896369007e-07
RPL30P12,1.9142908896369007e-07
AC136624.2,1.9142908896369007e-07
FAM224B,1.9142908896369007e-07
RNU6-1137P,1.9142908896369007e-07
EEF1DP6,1.9142908896369007e-07
RNU6-859P,1.9142590480209018e-07
AC104472.1,1.914117378948048e-07
RNU6-181P,1.9134869885050932e-07
MIR579,1.9133643565438944e-07
AC104012.1,1.913364356543893e-07
RPL7L1P10,1.913364356543892e-07
CR786580.1,1.9125351172672793e-07
MIR6859-1,1.9124213520183657e-07
CRIP1P4,1.911965848940251e-07
NKAPP1,1.9118846845412306e-07
RNU6-273P,1.9117278141618984e-07
OR51G2,1.9115967210492237e-07
INSC,1.91147149542083e-07
AC106872.12,1.911099629000655e-07
SQLE-DT,1.9107628714485544e-07
PPIHP1,1.9106553314932137e-07
CFAP161,1.9104054121294652e-07
AC022447.7,1.9100905759241985e-07
AC138207.9,1.9096468461419937e-07
AC026726.1,1.9089179436153352e-07
RPL31P2,1.9075677527481997e-07
RNU6-494P,1.9075218341505082e-07
AL357518.1,1.907516406313542e-07
DUOXA1,1.907309314736001e-07
AC012181.2,1.9070732107115748e-07
KCNJ9,1.9070183454214893e-07
MTCO1P43,1.9066276199027802e-07
FAM78B-AS1,1.9065457933972437e-07
RNU6-421P,1.906422783725474e-07
AP003419.2,1.9063789934409252e-07
TTLL13,1.9057110463346214e-07
HOXA4,1.905602555436369e-07
ANO7L1,1.9045916418486815e-07
RNU6-487P,1.904265030632172e-07
AC104393.1,1.9042573952910767e-07
AC022929.1,1.903523551015764e-07
RN7SL339P,1.9034620208534788e-07
OR5G3,1.9034620208534788e-07
MIR9-1,1.9034620208534788e-07
AC022325.2,1.9034620208534778e-07
FRMPD4-AS1,1.9033973163387853e-07
MIR548AJ1,1.9033973163387853e-07
IL22RA2,1.9033973163387853e-07
OR7E33P,1.9033973163387853e-07
KRTAP8-3P,1.9033973163387853e-07
OR5M8,1.9033973163387853e-07
MIR3913-1,1.9033973163387853e-07
RNU6-911P,1.9033973163387853e-07
PPP1R12BP2,1.9033973163387853e-07
AC009487.3,1.9033973163387853e-07
LINC02445,1.9033973163387853e-07
AC106799.1,1.9033973163387853e-07
MIR382,1.9033973163387853e-07
AL935212.1,1.9033973163387853e-07
OR4H6BP,1.9033973163387853e-07
SCGB1C2,1.9033973163387853e-07
SCARNA4,1.9033973163387853e-07
AC100791.1,1.9033973163387853e-07
OR2M1P,1.9033973163387853e-07
RPL6P7,1.9033973163387853e-07
MIR3200,1.9033973163387853e-07
AC068672.3,1.9033973163387853e-07
RN7SL802P,1.903276209415507e-07
MIR4706,1.9032449466205874e-07
PCDHA8,1.903116977264295e-07
AL360093.1,1.9024900370859034e-07
AC104462.2,1.902480400573948e-07
EPHX3,1.9023805513206072e-07
AL603832.1,1.9023560646017258e-07
MED15P9,1.902255823716093e-07
SPEGNB,1.9017526994824305e-07
SF3A3P1,1.901599950364398e-07
AL160313.1,1.9014392580033216e-07
AL358333.1,1.9014375926557557e-07
RHPN1-AS1,1.9013867448225169e-07
RNU6-1224P,1.9010364859259895e-07
RN7SL284P,1.9010199023576906e-07
AL121885.1,1.900123944045027e-07
DDIT4L-AS1,1.8994397069176852e-07
MST1P2,1.8988210388943045e-07
AC010618.2,1.8987178347140126e-07
AL121582.1,1.8983526057431764e-07
RPSAP70,1.8981834313886106e-07
RPL35AP23,1.8981306516266225e-07
AC009623.1,1.8977705810183733e-07
RNU6-495P,1.8975957818874327e-07
LINC01014,1.8975096306611647e-07
PTPN2P1,1.8972244904100637e-07
AL136441.1,1.896952583215305e-07
AL162724.1,1.8969124176594328e-07
AC008799.2,1.8968059709164612e-07
AC114810.1,1.8966845958318335e-07
SLC2A7,1.8964563120760493e-07
AC021549.1,1.8962165205273575e-07
AC092941.1,1.8962165205273575e-07
OR4D10,1.8962165205273533e-07
WFIKKN2,1.89599358408039e-07
SNORD37,1.8958680976625211e-07
CPHXL,1.895858841897263e-07
TEKT1,1.8957975496134046e-07
MIR7160,1.895618417655349e-07
AC007389.5,1.89548022554604e-07
AC009262.1,1.8952381884546421e-07
MIR3174,1.894690633136889e-07
BNIP3P24,1.894132580080738e-07
AC016526.1,1.8939686962499942e-07
AC023983.1,1.893820801656355e-07
RNU6-790P,1.8938175093210604e-07
PRSS22,1.8935928018880481e-07
SCARNA23,1.8933209181531713e-07
PGBD4P1,1.8932141003741912e-07
AC010896.1,1.8927273680092344e-07
AC007402.1,1.8925095569205657e-07
AL138781.1,1.8924524672016095e-07
AC068722.1,1.8921739066217267e-07
MIR6759,1.8918095409005485e-07
RN7SL192P,1.8916556502437853e-07
AC069234.4,1.8914996529215297e-07
PGAM1P5,1.891114378426619e-07
LINC00588,1.8908476668487722e-07
AC026740.1,1.89050219850626e-07
RPL23AP37,1.8899811947192728e-07
AC010387.1,1.8899457431039633e-07
LINC01650,1.889939682000238e-07
OR8A1,1.8898604508835515e-07
COLEC11,1.8892779646700514e-07
MIR6746,1.8883012317392424e-07
RNA5SP500,1.8882705355892836e-07
RPSAP38,1.887714948728306e-07
AL357500.1,1.887349740457858e-07
MT1P1,1.8873415907138256e-07
MCCD1,1.8872692388370826e-07
FAM238A,1.8869053560506611e-07
AL135924.2,1.8864965435091432e-07
AC104667.1,1.8858245157306388e-07
AC141002.1,1.8856248717860178e-07
RAD21P1,1.8856058100640503e-07
RN7SL850P,1.8855412578744242e-07
AL158068.2,1.8847389438983507e-07
RN7SL233P,1.8845025304831202e-07
RPS7P4,1.8845013238866543e-07
LAT,1.884482194549471e-07
LINC00427,1.8844529009100907e-07
PAQR5,1.884256875659218e-07
AC073941.1,1.884188630870526e-07
RN7SL667P,1.884188630870526e-07
BNIP3P18,1.884188630870526e-07
AC073409.1,1.884188630870526e-07
KRT18P67,1.884188630870526e-07
UBL5P3,1.884188630870526e-07
IFNA13,1.884188630870526e-07
RN7SL341P,1.884188630870526e-07
FMO8P,1.884188630870526e-07
RNU2-23P,1.884188630870526e-07
RNA5SP101,1.884188630870526e-07
RNU6-161P,1.884188630870526e-07
RNU6-798P,1.884188630870526e-07
RPL6P16,1.884188630870526e-07
OASL2P,1.884188630870526e-07
RN7SKP129,1.884188630870526e-07
RNU6-842P,1.884188630870526e-07
MIR181D,1.884188630870526e-07
AC016152.1,1.884188630870526e-07
RN7SL272P,1.884188630870526e-07
RAB28P1,1.884188630870526e-07
TRAV7,1.884188630870526e-07
CETN1,1.884188630870526e-07
PPIAP38,1.884188630870526e-07
MIR618,1.884188630870526e-07
OR13C2,1.884188630870526e-07
AL138799.2,1.884188630870526e-07
RN7SL41P,1.884188630870526e-07
AL109910.1,1.884188630870526e-07
RPS8P6,1.884188630870526e-07
AC118754.2,1.884188630870526e-07
RPS20P23,1.884188630870526e-07
VDAC1P12,1.884188630870526e-07
AL512306.3,1.8838019436939836e-07
PRSS40A,1.8830450963975833e-07
ACTBP1,1.882551832444216e-07
MIR5695,1.8822583505325258e-07
RNY1P1,1.8816561432778282e-07
AC244517.1,1.88158948023056e-07
RNU6-1292P,1.8813799218992693e-07
AP001625.2,1.881272411744934e-07
GAPDHP72,1.880978590529139e-07
TMEM81,1.880629342442255e-07
MIR378D2HG,1.8805364663773525e-07
SPEM1,1.8803270459609887e-07
RPSAP15,1.880046386551066e-07
AC090260.1,1.879689507928319e-07
AC007365.1,1.8795914726141771e-07
MIR3135A,1.8794937200586296e-07
RN7SL199P,1.8791399062946254e-07
YWHAEP1,1.879032157776195e-07
EIF4E2P2,1.8784675835842522e-07
AL354953.1,1.877833793961427e-07
AIDAP2,1.8773691851594423e-07
RERG-AS1,1.8770699160716878e-07
AC090589.2,1.8770512911878696e-07
AC008507.2,1.8769529241538643e-07
MTCP1,1.8768604034524337e-07
PHF10P1,1.876701339533662e-07
RN7SL663P,1.8766342071186355e-07
RNU6-82P,1.8766208875567388e-07
AC006213.7,1.876620680263531e-07
CD101-AS1,1.8763315518341162e-07
AC012676.1,1.8752859042817153e-07
LINC02458,1.8743139652314027e-07
AC022960.1,1.8739477339822374e-07
HMGB3P9,1.8737594417834483e-07
RN7SL273P,1.8728785698150023e-07
NXT1P1,1.8724401778169835e-07
COX6CP17,1.8724164956990118e-07
RNU6ATAC17P,1.8717795677343654e-07
DUTP6,1.8716259303326997e-07
ZBED9P1,1.871416554084716e-07
EHD4-AS1,1.8709298313205364e-07
RN7SL430P,1.870502508002305e-07
AL136961.1,1.8704133089381147e-07
H3P26,1.8699995754974855e-07
RNU6-87P,1.8696961048104452e-07
VSIG8,1.8696178055526302e-07
RN7SL30P,1.8695659390058693e-07
SNHG21,1.8692331439343033e-07
ADRA2C,1.868968431581707e-07
NUTM2G,1.8684201668840269e-07
UBE2V2P3,1.8682176524824698e-07
MIR3160-1,1.8680011158508712e-07
AC130888.1,1.8677657161221957e-07
AL031432.3,1.8675467767753276e-07
AP000842.2,1.8668103280395752e-07
OSTCP5,1.866621118457944e-07
BCL2L2-PABPN1,1.866534492786873e-07
AC092119.3,1.8662622937864612e-07
AC022148.1,1.866173519888519e-07
TMEM230P2,1.8661333789001504e-07
ZNF723,1.866081593686902e-07
SCG3,1.866041057140385e-07
GUSBP3,1.8650165279049333e-07
FBXO47,1.8649725240970544e-07
MIR432,1.8647238489212426e-07
AC012435.3,1.8643822094242076e-07
C9orf24,1.8643727354905107e-07
SIGLEC5,1.8643138739725907e-07
AC025437.2,1.8637715132234442e-07
AL353803.1,1.8636996386010155e-07
RPS27AP1,1.863280568115264e-07
AC104964.2,1.8629185271049023e-07
SYT13,1.8624129864520062e-07
AC137770.1,1.8618740344137087e-07
AC091132.1,1.8618712807705357e-07
AC061958.1,1.861814875597018e-07
TNNI3K,1.86162250316006e-07
SNORA14B,1.8610135393289196e-07
AF131215.7,1.8609336658425935e-07
AC027307.3,1.8602888389832376e-07
USP17L2,1.8601737981890305e-07
LINC01611,1.8593141776151298e-07
RNU6-137P,1.858918121171713e-07
RNVU1-25,1.8577851878823426e-07
LINC01431,1.856670843551186e-07
AC113423.2,1.8566351375471792e-07
TBX19,1.8565538971265145e-07
PACRG-AS2,1.856304274986122e-07
HLA-DQB2,1.8561813111309972e-07
MIR340,1.856064335217803e-07
AL160269.1,1.855571928389447e-07
AKIP1,1.8553347056932778e-07
LINC02579,1.8549819667767422e-07
SALRNA3,1.854877953565187e-07
AC004080.1,1.8546574054058205e-07
PTPRD-DT,1.8546574054058205e-07
MIR496,1.8546574054058205e-07
AC019254.2,1.8546574054058194e-07
SNORA36A,1.8546574054058194e-07
AC092681.3,1.854580332445838e-07
RN7SL359P,1.8543688621483615e-07
PPIAP55,1.8541222268057237e-07
GNAO1-AS1,1.8533791778988944e-07
RPEL1,1.8533044090350896e-07
NPFF,1.8531242266213784e-07
PGAM4,1.852903645337408e-07
RBBP4P4,1.8528730030574664e-07
AC093274.1,1.8528462144134645e-07
PPIAP64,1.8527726556573284e-07
AL031705.1,1.85268085739386e-07
HIGD1AP17,1.8526211730367604e-07
LINC01883,1.8526127874565923e-07
H3P36,1.852425382343086e-07
RN7SL846P,1.8522707844553286e-07
RBISP1,1.8520547264959908e-07
AL845472.1,1.851774694856631e-07
CCL23,1.8510670738088955e-07
ELOAP1,1.8507144667757446e-07
RNU4-38P,1.8507043721638063e-07
AL139124.1,1.8504031182148176e-07
FAUP2,1.8494763945589e-07
RNU6-198P,1.8494704067623776e-07
RPL35P9,1.8493226185559055e-07
CECR3,1.8492591816800381e-07
MTCO3P35,1.848813757656752e-07
EIF1P7,1.848520512764399e-07
FAM183DP,1.848491874382382e-07
BUD13P1,1.8483481961344813e-07
SCOCP1,1.84829983984662e-07
CCNE2,1.8481640067803344e-07
LINC02952,1.847720029604226e-07
ROPN1L,1.847697471832679e-07
LINC02469,1.8473979031119668e-07
AC104958.2,1.8471136934326215e-07
RN7SKP184,1.8464884138246686e-07
RPL6P20,1.8461168026649598e-07
MIR3975,1.8460845240583162e-07
CHRM4,1.8444470339181461e-07
AL451047.1,1.8444130220782654e-07
RPL32P36,1.8436973502642123e-07
TPT1P12,1.8435657117434195e-07
AC012360.2,1.8429700582742492e-07
FBXO39,1.842860818228715e-07
FTLP12,1.8427661247408696e-07
BMS1P9,1.8421665300543798e-07
MIR361,1.8421665300543798e-07
BTF3P9,1.8421250040103982e-07
AC074135.2,1.8416889292361025e-07
SNORA80A,1.8416683086358252e-07
GJD3-AS1,1.841136096534929e-07
AC078874.1,1.8410625159558738e-07
GJC3,1.84091484411449e-07
LINC01878,1.8401859455056582e-07
AC024257.5,1.8400380297632528e-07
AL954642.1,1.839724703687564e-07
NMBR,1.8392666100012848e-07
RNA5SP515,1.8389299232155503e-07
LINC01974,1.8389043254235598e-07
RAB1AP1,1.8381670052539887e-07
AC007038.2,1.8379944643398238e-07
HOTAIRM1,1.8375648356403672e-07
PRKCIP1,1.8366280847812817e-07
TCL6,1.8365720751349567e-07
AC015802.5,1.836570606401859e-07
ALG1L13P,1.8365400119564427e-07
DOCK4-AS1,1.836416483801782e-07
FP325318.1,1.8358090003117067e-07
NUTM1,1.8357283979411837e-07
HNRNPA1P14,1.8357209883656172e-07
MIR1284,1.8356612043937153e-07
AC026353.1,1.8351204429717657e-07
AC009041.1,1.8347534618161454e-07
AL360091.1,1.8346523812742626e-07
KMT5AP2,1.8346408262205977e-07
SLAMF6P1,1.8343017406963923e-07
SPDYE2,1.834271309645364e-07
RNA5SP280,1.834199507597852e-07
AC093787.2,1.834173093135289e-07
ITFG2-AS1,1.8336903306952785e-07
TOP3BP1,1.8331448881231579e-07
CFAP99,1.8330413125009112e-07
GP1BA,1.832869578715014e-07
VN2R10P,1.8314651294412934e-07
EP300-AS1,1.83145537410698e-07
AC005703.3,1.831309996407948e-07
LINC01483,1.83124722679768e-07
PLEK2,1.8310459008655638e-07
AC127496.3,1.8308670309026506e-07
AC011912.1,1.8306761579529317e-07
MTND5P15,1.8303361388625104e-07
TRBV19,1.8302395812073797e-07
LDHAP3,1.8301149201064592e-07
RPL5P7,1.8295840330878302e-07
RNU6-121P,1.8295840330878273e-07
AL627309.5,1.8293496372549207e-07
TTBK1,1.828126088056719e-07
MIR3192,1.8280930150960637e-07
AL049747.1,1.8277085521855948e-07
AC022137.4,1.8274410543749786e-07
AL138889.3,1.8271175113372255e-07
LMTK3,1.8270075416737485e-07
ENPP7P7,1.826927523017687e-07
MAPK6P5,1.8269247592696198e-07
AC093799.1,1.8266180929533134e-07
AC232271.3,1.8264809779524135e-07
TP73-AS3,1.826221313003676e-07
CGB7,1.8261303507361536e-07
ZDHHC4P1,1.8258712125076673e-07
AC048382.1,1.8257107747107906e-07
PET117,1.8255641973845616e-07
PTGES3P4,1.825140092452749e-07
AC004837.2,1.824846822412319e-07
SMIM22,1.8244318338790614e-07
AC005920.3,1.82405179693101e-07
AC006008.1,1.8240384789752545e-07
LINC02753,1.8238866132857726e-07
ZBTB46-AS2,1.823695166339598e-07
RPL6P13,1.8235370502383573e-07
CLXN,1.8232829433277293e-07
MYADM-AS1,1.8232668382486065e-07
DEFB1,1.8232474625982314e-07
AC022079.1,1.8232464499653042e-07
AC008115.4,1.8230668144108645e-07
RNU6-1190P,1.8229239194349877e-07
CRIM1-DT,1.822882898626908e-07
CYP2AB1P,1.8227733795748233e-07
AC009754.1,1.8225242604124767e-07
RPL22P19,1.822219018316339e-07
AC090589.3,1.822065817412647e-07
ZNF781,1.822052493158601e-07
MIR921,1.8220493161474522e-07
RNU6-795P,1.8217852650625916e-07
RNU6-409P,1.8217796736718067e-07
CDV3P1,1.8216843135518616e-07
CMKLR2-AS,1.8216777942483558e-07
AC092809.2,1.821407553294799e-07
RNU6-275P,1.8213678037385084e-07
GTF2F2P1,1.821013714004067e-07
AC087276.1,1.820941495792569e-07
NRADDP,1.8207763910232395e-07
SPECC1-DT,1.8190764017393754e-07
MIR6071,1.81890620181325e-07
AP005137.2,1.818375779569382e-07
AC023510.1,1.8178701138728567e-07
RN7SL55P,1.8178333931960874e-07
RCCD1-AS1,1.8175404883416455e-07
WDR5-DT,1.8174901517983528e-07
AL662791.1,1.8172020534971954e-07
AL157762.1,1.8170106388032853e-07
METTL8P1,1.816911134808526e-07
AC119428.1,1.816911134808526e-07
LINC02643,1.816911134808526e-07
VWA3A,1.8162485773734596e-07
C1QL1,1.8161555229510447e-07
MIR10B,1.815797662653135e-07
AC093912.1,1.81572366519373e-07
RAET1K,1.8156209182706714e-07
LINC01123,1.8152823499116956e-07
TERF1P4,1.8150437444817023e-07
AC011479.3,1.81393083154669e-07
AC006041.1,1.8139020329659796e-07
SALRNA2,1.8136432465606087e-07
AC012645.2,1.8135549436336876e-07
AC079296.2,1.8133798943875393e-07
CLUHP6,1.8131006950243605e-07
ASPHD1,1.8122297484540722e-07
RPL5P35,1.8121614427352146e-07
AC005544.1,1.8120901188326558e-07
KRT16,1.8118729870007243e-07
EIF1P1,1.810744038440572e-07
A1BG,1.8107429385209524e-07
SRD5A2P1,1.8105005962429414e-07
GAPDHP27,1.8102074672427942e-07
TMEM74,1.810106175483254e-07
TM4SF19-DYNLT2B,1.8100963174129416e-07
FP325335.1,1.8100963174129416e-07
AL354892.3,1.8097186374436379e-07
RNA5SP91,1.8094026252906178e-07
RNU6-1237P,1.8093117555693144e-07
MIR583HG,1.8090921909174116e-07
RNU6-945P,1.8087913472852457e-07
CD300C,1.80855691082313e-07
BX470102.1,1.808386179449198e-07
AP003472.1,1.808229686500438e-07
AC046143.2,1.8077116184701913e-07
TRAJ42,1.807647994403721e-07
LIX1,1.8076160731120543e-07
GKN2,1.8075831721123058e-07
GK2,1.8075822425939508e-07
MBL1P,1.807420463870097e-07
AC111194.2,1.8069265785713412e-07
TIMM8BP2,1.8067351407304913e-07
AL354989.1,1.806611678880639e-07
RPL7AP24,1.80637918865848e-07
FANK1,1.8060238159895187e-07
AC022034.3,1.805920154002629e-07
AC096642.2,1.8058665756812684e-07
RPS4XP3,1.80552751099332e-07
AC137894.3,1.8050363663229097e-07
SLC22A14,1.8047298756433447e-07
AP003498.1,1.8043156238372965e-07
AC073968.2,1.8041456134532267e-07
TRAJ46,1.8041456134532267e-07
MIR4285,1.804145613453225e-07
FOXN3P2,1.804145613453225e-07
ZNF725P,1.804145613453225e-07
MIR2052,1.804145613453225e-07
SLURP2,1.804145613453225e-07
LINC02463,1.804145613453225e-07
MIR3684,1.8041456134532238e-07
PADI3,1.8041456134532238e-07
DNAJA1P4,1.8041456134532238e-07
DLX2-DT,1.8041456134532238e-07
KIF18B-DT,1.8038331631343267e-07
EIF5P1,1.803731141271301e-07
AC008738.1,1.8036007048741463e-07
AL445493.2,1.803047474573356e-07
RN7SL165P,1.8028159137797352e-07
RNU6-993P,1.8027774466248519e-07
RNA5SP78,1.8024666323259528e-07
AC003682.1,1.8018849964143768e-07
RN7SKP249,1.8015376971641533e-07
PANK1-AS1,1.8014854575147437e-07
SNHG18,1.800904454677881e-07
AL137847.2,1.800664219035472e-07
OR2A7,1.8006472546225995e-07
MRPS21P9,1.800631332338419e-07
ZFP28-DT,1.8001741197000387e-07
HOXA5,1.800156207118589e-07
EIF2S2P3,1.7988873174585574e-07
LINC02731,1.798875998714063e-07
AC010999.2,1.7987535744191113e-07
LRRC73,1.7978815009534273e-07
AC004012.1,1.7975572263721027e-07
AC092811.1,1.796771625700612e-07
MAGEB10,1.796768543283002e-07
AC107952.2,1.7962664196016975e-07
MAPK10-AS1,1.796077661087229e-07
CCIN,1.7960040350548015e-07
AC007269.1,1.7958589528810637e-07
AC037193.1,1.7956910794370122e-07
AC002094.4,1.7955523776401875e-07
AC012213.1,1.7954481715265517e-07
ANO1-AS1,1.795245184680735e-07
AC134312.4,1.7947033309888434e-07
PHB1P19,1.7946720422002994e-07
AP000688.3,1.794634076749244e-07
AL356740.1,1.7945968948210892e-07
HNRNPA1P15,1.79457741886969e-07
AP005432.1,1.794032732671157e-07
BNIP3P30,1.7935197674252514e-07
AC093382.1,1.7933888874287503e-07
RNY4P36,1.793366515027157e-07
MYL10,1.7930057629721758e-07
AVPR1B,1.792574374708142e-07
PCDHA3,1.7924412631668118e-07
AP001496.2,1.791480743020601e-07
RNU4-47P,1.7904791524585246e-07
SELENOV,1.790283130865388e-07
AL357936.1,1.7902363403767264e-07
AP000911.1,1.7902037403346625e-07
RN7SL688P,1.7899308192869907e-07
RNU6-396P,1.789680938752433e-07
AC124798.3,1.7893835356493929e-07
BMP8B-AS1,1.789382516771115e-07
AL121583.1,1.7891725556798023e-07
AC004943.3,1.7890392581180325e-07
ZNF671,1.7889777335771137e-07
NDST1-AS1,1.7881052132581176e-07
LINC00323,1.7879642856140902e-07
AL008723.2,1.7874808676783976e-07
LKAAEAR1,1.7874438122882638e-07
HADHAP2,1.7873108284352027e-07
MIR6801,1.7870043038944736e-07
AC008534.1,1.786722763797151e-07
FCGBP,1.786718968342545e-07
TXNP1,1.7865596782490918e-07
LINC02503,1.7859714367586017e-07
RNU6-1093P,1.7856243878783033e-07
KRT5,1.785412699950117e-07
AC009154.1,1.785186541002922e-07
AL162727.1,1.784721403104396e-07
AL365436.2,1.7846303596709401e-07
H2AZ2-DT,1.7840926390696386e-07
MTCO1P19,1.783818910486463e-07
AC020978.1,1.783686806997008e-07
MIR6514,1.7835718639074167e-07
PPIAP67,1.783314400184861e-07
RSPH1,1.7830555496983695e-07
HSPE1P28,1.7825582588260527e-07
BET1,1.7823096017559026e-07
RN7SKP50,1.7822353414121786e-07
FOXI3,1.7813309834295724e-07
MIR4769,1.7805479961638196e-07
PARK7P2,1.7802931886792483e-07
SUGT1P1,1.7801179009108135e-07
PYY2,1.7799653701612766e-07
RTN4R,1.779765160655494e-07
SDCBP2,1.77975932942412e-07
USP30-AS1,1.779614896458072e-07
AC020910.2,1.7790883226071987e-07
AC073316.2,1.7790138190917796e-07
MIR93,1.7783310524788066e-07
AC096564.2,1.7782429677210267e-07
LINC02809,1.7778603002702822e-07
ERVFRD-3,1.7775807969111201e-07
RPS25P3,1.777342128391878e-07
LINC01909,1.7772883924569894e-07
AC022966.2,1.7770707687177208e-07
AC006435.3,1.777057882201245e-07
RNU6-107P,1.7769262646734553e-07
RPL34P21,1.7769212264084688e-07
AC027607.1,1.7760495780880827e-07
AC006504.7,1.775852709937112e-07
RNU6-1027P,1.7758338980128943e-07
RN7SL748P,1.7755901605879596e-07
RNASEK-C17orf49,1.774738912383865e-07
