Gene,Rank
DRG2,-3.406615692518585e-09
SPATC1L,-3.4097392387364127e-09
PDE4A,-3.4102202777548695e-09
TXNL1,-3.415922160626291e-09
AL031846.2,-3.4163025268009693e-09
CNTNAP1,-3.4168058977531155e-09
MFAP3L,-3.4175138928136973e-09
BRMS1,-3.41831319372476e-09
POLR3F,-3.4185515780695283e-09
MPC2,-3.4248731754714757e-09
MED13,-3.427233379813054e-09
CYP2AC1P,-3.4277481931494007e-09
POU6F1,-3.4287692533727025e-09
OLAH,-3.4333931044942377e-09
AC010401.1,-3.4379599070231612e-09
TRMT11,-3.447661312903561e-09
AC084117.1,-3.4488474828327905e-09
NR6A1,-3.4495212241181153e-09
THRIL,-3.452303268542252e-09
PCDHA1,-3.45403556500228e-09
STAT4,-3.455411706073452e-09
ZBTB37,-3.457709287568509e-09
PISD,-3.460894501531684e-09
LIN54,-3.465697224886195e-09
ZNF271P,-3.466897454146047e-09
AL122035.2,-3.467040277384071e-09
COL4A1,-3.4759173555931406e-09
IRF2-DT,-3.4784360001358712e-09
FRS2,-3.4827233342434286e-09
AC010883.3,-3.485482396619932e-09
PA2G4P4,-3.489412530960653e-09
AC092376.1,-3.490844460271318e-09
CACNA2D4,-3.4941039485053092e-09
RALB,-3.4957648388449845e-09
IL23R,-3.5046926594852973e-09
SERINC2,-3.5093055558265932e-09
TRIP10,-3.510951761802918e-09
RAI1,-3.5109747636071403e-09
ASTE1,-3.512156857814112e-09
AC019257.9,-3.5143191639375785e-09
DNAJB6P1,-3.5158831135457106e-09
PPP2R2D,-3.5174128593574768e-09
PHTF1,-3.5175183104010496e-09
AC006441.3,-3.5179019660116477e-09
SETD3,-3.5265088807662054e-09
AL133492.1,-3.528524541310086e-09
ACTR3,-3.530078081832903e-09
SFT2D2,-3.5305474188042096e-09
ADH1B,-3.53562975946962e-09
AIFM1,-3.5394006511593025e-09
FMNL1-DT,-3.5414957026535186e-09
VPS13D,-3.5415098993907667e-09
GOLM2,-3.542509179999007e-09
MFSD14C,-3.5434454048459255e-09
SMS,-3.5436094312493935e-09
SUB1,-3.545371771851439e-09
ZNF646,-3.5505467293238738e-09
LINC01637,-3.5532133356240884e-09
SLF2,-3.5595328510131326e-09
KDM4D,-3.5608230385541383e-09
MOB3C,-3.5616732805319167e-09
EIF2A,-3.564377095505221e-09
PROX2,-3.5653656987762073e-09
AC011468.1,-3.5667787060369204e-09
ALOX15P1,-3.5689155478888034e-09
ASAH2B,-3.5708000849672105e-09
AC130343.1,-3.571726687509923e-09
PTPA,-3.575256061820724e-09
TMEM231,-3.5763910497897793e-09
SLC28A2,-3.5835376803777418e-09
RPL10AP6,-3.5864771372902244e-09
IPO13,-3.5875443493352453e-09
C19orf81,-3.588412329698372e-09
PCSK6,-3.5884457748326476e-09
GAS1RR,-3.5973480976949582e-09
CDC5L,-3.6002667804926764e-09
AC007996.1,-3.6073001596649944e-09
ANP32AP1,-3.6141865014514654e-09
RARS2,-3.614708185077791e-09
RB1,-3.615192172526035e-09
TMEM258,-3.6234210565723435e-09
TOMM20,-3.6271382416383457e-09
USP33,-3.6293132591256004e-09
RCC1L,-3.6305506902448546e-09
ADPGK-AS1,-3.639725289798493e-09
C4orf3,-3.6406784640991283e-09
ZNF514,-3.6418538240486465e-09
MIR3926-1,-3.644265326955153e-09
MTA2,-3.647537962265559e-09
RUSF1,-3.6481617487319504e-09
CETN2,-3.6501310979345557e-09
CLCN4,-3.6515699822787953e-09
METTL2A,-3.6518887929641766e-09
MDM1,-3.6524482757647988e-09
LINC01115,-3.653189113705752e-09
TMEM14B,-3.656036495765909e-09
WDR24,-3.656774499477036e-09
FCGR3A,-3.658029745354875e-09
GPR107,-3.658284375565419e-09
ENTPD1-AS1,-3.658380190970964e-09
ALPK3,-3.660727089737556e-09
UBXN6,-3.6635132945222335e-09
TMBIM4,-3.6648034654125593e-09
UFL1,-3.665339966114982e-09
PRR4,-3.6663452376495466e-09
ROMO1,-3.6666281414117605e-09
EXOC4,-3.668624328792546e-09
ZNRF2,-3.669661102613665e-09
GMPS,-3.6708192985849878e-09
TMEM98,-3.671527235387522e-09
PCDHGA9,-3.6720485550112726e-09
MACO1,-3.6726704263578216e-09
LSM8,-3.677677238386007e-09
METTL7A,-3.6777748671417905e-09
RNU6-11P,-3.679159767896608e-09
HNRNPDL,-3.68054598863028e-09
SOGA1,-3.6853688159995703e-09
RAN,-3.6917463160255902e-09
TTLL3,-3.693080113769555e-09
TRIM32,-3.6944881650713432e-09
ACTL10,-3.6950455577996305e-09
COX15,-3.6998753969133425e-09
SNX2,-3.6998963712312924e-09
PMF1,-3.700581725270927e-09
RPS6KA1,-3.7012156606619578e-09
PMPCB,-3.7027051157037034e-09
NDFIP2,-3.702787808685341e-09
RPS10P3,-3.7048489450325515e-09
AC092115.2,-3.70624452479762e-09
PMVK,-3.707945179800113e-09
RN7SKP160,-3.710450249605637e-09
RNU4-40P,-3.7137519996498674e-09
AL359880.1,-3.71617565260621e-09
PPP1R8,-3.717659817918512e-09
BIN3,-3.7182600958859853e-09
PEDS1,-3.71918493468408e-09
S1PR3,-3.7201354574301256e-09
LTO1,-3.7209989939865975e-09
NAGA,-3.729826997742523e-09
SYS1,-3.731946938059461e-09
TGIF1,-3.736840491488041e-09
TSPYL1,-3.740653386270993e-09
TPMTP2,-3.745663073446791e-09
ZNF559,-3.750175510371153e-09
AC099506.1,-3.756269091643974e-09
RIOK2,-3.757910647908298e-09
RBM34,-3.7599305125726685e-09
UBE3B,-3.760092816448285e-09
PIGO,-3.7637762367741865e-09
PIGL,-3.7663426752548395e-09
MT1P3,-3.766843322812564e-09
BMS1P23,-3.769007045203066e-09
TSEN34,-3.776036602332771e-09
TP53INP2,-3.778701094855248e-09
AIMP1,-3.779749950944729e-09
AATF,-3.780298033097814e-09
AARS1,-3.788819621445789e-09
ZNF638,-3.792201324795722e-09
GCNA,-3.793599228990653e-09
AC114760.2,-3.796025734094267e-09
TBCA,-3.810476593724781e-09
NECAB1,-3.810578785290707e-09
PCDHB10,-3.8116198841047e-09
TMEM183A,-3.812675661420004e-09
MTOR-AS1,-3.814610742528848e-09
DOC2B,-3.8170589253139015e-09
PARP1,-3.819219448180656e-09
DVL1,-3.819460642730956e-09
RPS2P45,-3.826820194637694e-09
MYL12A,-3.832358554367568e-09
FAAP100,-3.8337755466619525e-09
MIR9-1HG,-3.838996038187331e-09
MILIP,-3.839208511286474e-09
SNX20,-3.839613751843961e-09
FAM114A1,-3.841579941007718e-09
AC110491.2,-3.843652430029334e-09
CCSER1,-3.846028362357225e-09
CHMP2A,-3.850945264737988e-09
TRIM45,-3.8521307810145025e-09
GLUD1,-3.859390719919086e-09
ZNF319,-3.8599675807973775e-09
AL078581.4,-3.862655002318501e-09
WSB2,-3.884571132379543e-09
CCDC186,-3.886926347274774e-09
PHTF2,-3.892390861642977e-09
PSMC5,-3.899205011209542e-09
AC084024.1,-3.899672242858303e-09
ARIH1,-3.902030027870075e-09
TRIM8-DT,-3.902663947761848e-09
ARL14EPP1,-3.903277222771329e-09
PRSS55,-3.906081495472714e-09
PYY,-3.908627806487502e-09
PRRC2B,-3.911618436812806e-09
TPT1P6,-3.915516941932421e-09
AP000897.2,-3.916940854872482e-09
PSMB4,-3.919143222027594e-09
AC008915.2,-3.9291172700162986e-09
PBX2,-3.930920821664259e-09
ZBTB40,-3.93445606104338e-09
SNORA25B,-3.935940167374524e-09
STUB1,-3.937000046874523e-09
PCDHB13,-3.9373658536410745e-09
WDR47,-3.942391009141739e-09
BAX,-3.9432671719114545e-09
DTWD1,-3.952441863723242e-09
AL121787.1,-3.952645025555941e-09
HR,-3.9555293372892545e-09
KCTD19,-3.959978027897944e-09
DNPEP,-3.960599502104413e-09
AC104472.5,-3.96241955173578e-09
UBR1,-3.963997289824617e-09
ATP8A2P3,-3.9644807099773626e-09
ZNF670,-3.9680226098213265e-09
KLF7,-3.969427273398685e-09
AL606760.2,-3.974152170687605e-09
RPL22P23,-3.974984297222252e-09
ALKBH8,-3.9754002750448065e-09
BRD4,-3.976788043900942e-09
IKZF4,-3.977554603131197e-09
VIT,-3.978031314540601e-09
MYOZ3-AS1,-3.978171316491136e-09
AKAP1,-3.980288145710225e-09
SNX29,-3.981476687356722e-09
PRRC2A,-3.984075075255426e-09
POLR2F,-3.989324806347813e-09
RBM38,-3.991285206720363e-09
ATP6V1E2,-3.994347493063489e-09
SNCG,-3.997626797003873e-09
MIR3691,-3.9978178172300864e-09
SNORD88A,-3.9978178172300864e-09
PPIAP33,-3.997817817230237e-09
CRK,-4.000120078285864e-09
DDX23,-4.002354699721865e-09
SMARCAL1,-4.011501065089118e-09
MEPCE,-4.0177354804566305e-09
AL118523.1,-4.020328355836515e-09
BTBD18,-4.0205258650098774e-09
FBXL2,-4.028471285824644e-09
GLI3,-4.034484612631439e-09
CNNM2,-4.035647726263085e-09
ERI1,-4.037969030903663e-09
SRSF10,-4.038241523219452e-09
ZNF487,-4.039125086547121e-09
TGFBR3,-4.040858945482135e-09
NGLY1,-4.041587081609978e-09
AC090618.1,-4.044006878217295e-09
RN7SL419P,-4.046088475910243e-09
COMMD6,-4.047283345139135e-09
RN7SL297P,-4.05236067583691e-09
ELOVL4,-4.052415966298677e-09
P4HB,-4.053871368403807e-09
LDAH,-4.053914251062554e-09
MIR215,-4.054312096037127e-09
FAR1,-4.0561723994290795e-09
TRAM2,-4.063371658986713e-09
URGCP,-4.071928804943478e-09
TNNI1,-4.083159120836077e-09
KF456478.1,-4.083345740449371e-09
PSMB7,-4.085967636470859e-09
HAUS1,-4.091780673935432e-09
UBE2K,-4.0933864890917465e-09
STK38L,-4.093704009306571e-09
BCL7A,-4.0959922788045175e-09
TXNRD3,-4.102042973381148e-09
ETAA1,-4.109594295328768e-09
LUZP1,-4.1135476232454835e-09
EIF4EBP2,-4.115819568506977e-09
AC021393.1,-4.116152713334295e-09
RPL21P88,-4.119785006928312e-09
SLC6A15,-4.120749847269858e-09
LINC02908,-4.127652586909664e-09
MTPN,-4.127877269091271e-09
WDR74,-4.130007221137349e-09
AL160272.1,-4.132851266893008e-09
ATP6V1C1,-4.134657057038521e-09
PHF20L1,-4.136025136167735e-09
TIFAB,-4.136704115779688e-09
EPG5,-4.143318211796765e-09
RNF11,-4.15444673327234e-09
MCCC1,-4.155851993562096e-09
BUD31,-4.157301793900623e-09
USP42,-4.160413060299822e-09
EMC8,-4.16278895003608e-09
AL136964.1,-4.164485284106063e-09
AC109449.1,-4.169441615513996e-09
XPNPEP3,-4.174319585771805e-09
ANXA7,-4.177092842194364e-09
ZNF449,-4.183681332478708e-09
RNF181,-4.1844734240588e-09
PAN2,-4.185262753091104e-09
USB1,-4.188863343069048e-09
PRRC2C,-4.19205458467034e-09
CCR5AS,-4.194076584713297e-09
OMA1,-4.201885919600293e-09
EXOSC2,-4.202035063754272e-09
ZC3H3,-4.2030945978253554e-09
SCAP,-4.204513291280756e-09
SNX19,-4.204944507370652e-09
GTF2F2,-4.2060480401094926e-09
RTN4,-4.208376892654047e-09
HTR1E,-4.209350593477189e-09
AL031963.1,-4.213778446824218e-09
PEX5,-4.216478435659806e-09
RNMT,-4.21783027910005e-09
SLC25A5,-4.221463229906266e-09
RN7SKP23,-4.221704425746003e-09
MMP14,-4.22643459428444e-09
ZNF473,-4.229360404342553e-09
LINC02195,-4.231004809389354e-09
AC005537.1,-4.232581208350576e-09
USP48,-4.233165149186707e-09
PCDHGB3,-4.233440516066153e-09
AL359546.1,-4.234490074554758e-09
AC107398.2,-4.235580434215087e-09
AC108861.1,-4.23920464281153e-09
AC090617.10,-4.244710167051169e-09
ABHD2,-4.245885451902897e-09
SART1,-4.249782558378961e-09
WNT5A,-4.251503568926439e-09
LINC01657,-4.254407248572798e-09
ZNF200,-4.254663079610096e-09
MRPS33,-4.2563677698045435e-09
FAHD2P1,-4.263765614868375e-09
GDE1,-4.264896435796103e-09
ATP6V1D,-4.267831245851091e-09
SOX13,-4.269006213835232e-09
AC008147.2,-4.270541178545566e-09
ZNF138,-4.270944537583221e-09
FOXP3,-4.271407278827239e-09
RGL1,-4.273202669731826e-09
FAM193A,-4.279639723460071e-09
AC013565.3,-4.283502287124298e-09
Z98884.1,-4.284072932450816e-09
KIAA1755,-4.284756953381609e-09
ZNF180,-4.290511720121854e-09
AL356441.1,-4.291376492019401e-09
TSC1,-4.2930668477814914e-09
SARS1,-4.294547372051544e-09
NANOS3,-4.296251747466864e-09
SENP3-EIF4A1,-4.297844524119542e-09
GK-IT1,-4.2999105949501774e-09
FAM166A,-4.30921967173484e-09
ZNF451-AS1,-4.31088261207252e-09
GORASP2,-4.3161330763095214e-09
NQO1,-4.320001805880132e-09
ZNF77,-4.3216303068707055e-09
RPS28,-4.321782433868053e-09
AC004448.5,-4.3249665979423675e-09
AC091045.1,-4.327741297372311e-09
TUB,-4.330579821162053e-09
TSC22D1,-4.334354604354996e-09
C1orf216,-4.3374281546128515e-09
ELF1,-4.340051084945719e-09
IFNG,-4.340055529401389e-09
SPECC1L,-4.343148023789343e-09
LPXN,-4.346408854205696e-09
C11orf24,-4.346464206813911e-09
RBMX,-4.354275087608305e-09
CNTN4-AS1,-4.354714895362049e-09
NDUFA2,-4.3548300080056115e-09
NFYA,-4.357479999385203e-09
TTC30A,-4.368692785072579e-09
AC096577.1,-4.370597569028235e-09
DROSHA,-4.376969252608601e-09
RNF168,-4.379564568779695e-09
DHX57,-4.394130385362392e-09
SH3RF1,-4.3988898711318e-09
GBA2,-4.399100899968676e-09
AP001977.1,-4.405892085338189e-09
OPN3,-4.4079047667669195e-09
PATJ,-4.40869831262568e-09
Z99289.1,-4.4126624067113955e-09
ZFHX2-AS1,-4.414679426408939e-09
SUV39H1,-4.418713642421628e-09
DOCK8,-4.41935895450189e-09
RPL12P14,-4.42381233666763e-09
AL596202.1,-4.4286053382928824e-09
PTBP2,-4.429442571835607e-09
PPAT,-4.431544394890606e-09
ZBTB11,-4.436602563117248e-09
AP003774.2,-4.441435515152009e-09
TNKS,-4.443166604322209e-09
AL590004.3,-4.4484496006243904e-09
GPRASP1,-4.4489504315311974e-09
EXOSC7,-4.453029966495486e-09
ST3GAL3,-4.455099590004271e-09
PHF10,-4.455966063025112e-09
HCG18,-4.457514506666987e-09
CHAF1A,-4.458284120917493e-09
ZNF846,-4.458630391676333e-09
NBPF9,-4.460954153175218e-09
SACM1L,-4.463353970507993e-09
CWC25,-4.4657426944725806e-09
FBXO17,-4.466004110962804e-09
SYBU,-4.472604138575776e-09
SEPTIN6,-4.476913216883472e-09
CTBP2,-4.48153628732398e-09
ACOT9,-4.4827237805022255e-09
ZFPM2,-4.483113463305735e-09
AC025575.1,-4.48354306954378e-09
MEF2A,-4.486272944086801e-09
MCM3AP-AS1,-4.490248175312955e-09
ALPK1,-4.4906030720588286e-09
SEC62,-4.493319108230429e-09
USP34,-4.494000079251184e-09
PDGFRA,-4.501051866382598e-09
TNPO1,-4.503363646731996e-09
SZRD1,-4.505207164903649e-09
RAF1,-4.506640373733335e-09
TNRC18,-4.50732807583588e-09
PHB1,-4.50775691786119e-09
PLAA,-4.508241319710379e-09
LOXL2,-4.508664593177672e-09
AP003059.2,-4.512524999727934e-09
SNORD13E,-4.513705165681883e-09
PSMA5,-4.5212493655987235e-09
PIP5K1A,-4.521299780244914e-09
WIPF2,-4.521643896877895e-09
AC017101.1,-4.522333388212895e-09
ADAMTSL4-AS1,-4.52278242093458e-09
TMEM185B,-4.5228655248278066e-09
GTF2B,-4.529113028626255e-09
ADAMTS17,-4.529216368428385e-09
ANKH-DT,-4.536552508231341e-09
STRN,-4.5375440002995106e-09
EBF1,-4.538545123631456e-09
TRIM37,-4.539531540666966e-09
DYNC1LI1,-4.541500624801374e-09
GPN3,-4.543930152311942e-09
AC026691.1,-4.544736393864092e-09
TRPC4,-4.5498961143970845e-09
SLC25A13,-4.5502915004543625e-09
EWSR1,-4.550319708187174e-09
DNAJC9,-4.5512360071734745e-09
SPEM2,-4.552858561351504e-09
PCDHGA11,-4.5611529772181045e-09
ODAD4,-4.5627287640777046e-09
SMPD4BP,-4.565745512288284e-09
FOXN3-AS2,-4.5736429003426435e-09
UBE2Q2,-4.575913295277632e-09
RNF141,-4.576147761699376e-09
CTSC,-4.5777599604574515e-09
AC009511.2,-4.57817299931427e-09
PSPH,-4.578546175851703e-09
UBE2E2,-4.580623684369402e-09
BECN1,-4.585510327551285e-09
TTC33,-4.587438143434129e-09
UBE2L2,-4.589874780762235e-09
TTI2,-4.5910791095276424e-09
GK5,-4.59264062824323e-09
CUL9,-4.593823320916072e-09
SLC30A1,-4.595418693447374e-09
RAD18,-4.600800141439437e-09
PDE3A,-4.601542093981656e-09
ARHGAP31-AS1,-4.603515988486799e-09
CMKLR1,-4.613852986564985e-09
GGCT,-4.619852030992526e-09
ZNF584,-4.621184060558756e-09
WDR77,-4.622937125222269e-09
KIAA0040,-4.623163957592019e-09
SEC24A,-4.624239091129479e-09
ZNF10,-4.624883502202773e-09
AURKAIP1,-4.625459448183546e-09
PRKAR2A,-4.628347962304634e-09
ECD,-4.630175239605989e-09
PHAX,-4.632367767854582e-09
ZNF565,-4.6336830764436715e-09
MAP3K7,-4.6357754574166714e-09
ODR4,-4.638997130978617e-09
AIDA,-4.64291495559459e-09
AC027307.2,-4.6430205897366355e-09
MALINC1,-4.643550832348109e-09
DHX33,-4.64397083975336e-09
AC005343.1,-4.644886116415693e-09
PLBD1,-4.654986827558986e-09
ZEB2,-4.660924417325801e-09
U2AF1L4,-4.664582924372248e-09
AK4,-4.665430957135069e-09
DIP2A-IT1,-4.683171265964827e-09
PCYT2,-4.683968227617168e-09
AC017007.5,-4.684327938844626e-09
R3HCC1,-4.686103324389254e-09
KIZ-AS1,-4.68745377865646e-09
PLEKHB2,-4.696967189100599e-09
VPS39,-4.6988433023702175e-09
NAA16,-4.699839659970115e-09
ATN1,-4.70030578554573e-09
AFG1L,-4.7013856480211316e-09
CHKB-DT,-4.702719790403978e-09
BATF3,-4.704243987505627e-09
IGHG2,-4.704273521445608e-09
LILRB1,-4.70853582481496e-09
EZH2,-4.70868442106059e-09
AC026401.1,-4.7096795452636516e-09
TTC28,-4.715043863359047e-09
SLC66A1,-4.718129274088894e-09
NCF4-AS1,-4.72488739883527e-09
STK35,-4.7261329910617e-09
SNORD53,-4.728935240659677e-09
P3H4,-4.7290980999777525e-09
AC096649.1,-4.730803178533033e-09
SMAP1,-4.731678031630957e-09
RIC1,-4.73436155199667e-09
NUP93,-4.744237893296219e-09
RAMAC,-4.7480761806401314e-09
ZNF277,-4.7535571387445395e-09
DPCD,-4.754928892011204e-09
TRAF5,-4.755641462924591e-09
UBE2Q2P13,-4.757705353977642e-09
PHKA2-AS1,-4.759435876710854e-09
FOXJ3,-4.760159539022228e-09
EIF4ENIF1,-4.761553768411218e-09
RBBP6,-4.761925681012371e-09
PKM,-4.76505766532905e-09
RPL23AP34,-4.765360463238731e-09
KIAA2026,-4.765924267683543e-09
PCM1,-4.768120165610563e-09
DESI2,-4.7732057748059035e-09
AC093849.3,-4.784432957650776e-09
PRKCQ,-4.787442071328686e-09
AC009063.2,-4.787592976558428e-09
AGO1,-4.790192912708677e-09
MYCBPAP,-4.790625324670932e-09
IARS2,-4.791722750924546e-09
MRPL57,-4.796868435942376e-09
NAIPP1,-4.7978183729268395e-09
SCAF4,-4.808719054284523e-09
RARS1,-4.812502190656506e-09
WHAMMP2,-4.814112566284048e-09
WDPCP,-4.815070215277839e-09
SMAD7,-4.817045936151459e-09
RPS5,-4.818276341184362e-09
RBBP7,-4.818765763935725e-09
ZNF814,-4.82227782431186e-09
AL627171.1,-4.823870877612577e-09
AC009159.3,-4.834209059163202e-09
NRIP1,-4.835110708350239e-09
AP005482.2,-4.836027829657507e-09
SETD2,-4.838541329578285e-09
LINC00881,-4.839169355538474e-09
LINC01711,-4.839262932814811e-09
MAVS,-4.840171183710298e-09
NME5,-4.8403373058220824e-09
RPS6KB2-AS1,-4.841999872762192e-09
MGAT4B,-4.844670827537546e-09
SLC25A16,-4.844711786125838e-09
GALNT8,-4.850476836973679e-09
DHCR7,-4.851769604094975e-09
AC009542.1,-4.856511614469398e-09
PAPPA,-4.860735133099683e-09
AXIN1,-4.8621445163833416e-09
L2HGDH,-4.869020895079867e-09
UPF3AP1,-4.877695594696953e-09
RBM8A,-4.879907709078841e-09
FBXO38,-4.881575895134186e-09
MYO1E,-4.881616885304477e-09
FERMT3,-4.892583277328758e-09
OLA1,-4.892661037889383e-09
AL031429.2,-4.89458211692305e-09
CCDC59,-4.9011132661073175e-09
ABHD17C,-4.901552065182344e-09
PLTP,-4.904363353476344e-09
MAP1LC3B2,-4.918024001825574e-09
ATP6V1E1,-4.918365177483174e-09
LDLR,-4.918776962782334e-09
KRBA1,-4.919169871289116e-09
RBMXP4,-4.9193081550428874e-09
HFM1,-4.919356765972965e-09
GUCA1B,-4.921334718370062e-09
TRIQK,-4.931346883982522e-09
RPUSD1,-4.937087252390861e-09
MIR497HG,-4.938404516409725e-09
SPTLC2,-4.944596270629769e-09
AL360268.2,-4.950779574810543e-09
AL136320.1,-4.952610264524698e-09
POU2AF1,-4.95320634849345e-09
DHRS9,-4.954326545559582e-09
ATP11B,-4.957728741746051e-09
NUDT14,-4.961857310577393e-09
TOLLIP,-4.965466778862885e-09
PAF1,-4.966005856746795e-09
CRTAP,-4.967863473774384e-09
HNRNPA0,-4.968875234063846e-09
PUM1,-4.970167743773884e-09
PAPSS2,-4.970969777944925e-09
NIPSNAP1,-4.971311074270264e-09
MSRB1,-4.972841960615485e-09
CACUL1,-4.973456952294084e-09
UBA52,-4.978218130952497e-09
LHB,-4.980849558045178e-09
AC068025.1,-4.985731994163674e-09
SLC43A3,-4.985807132448637e-09
TNNT3,-4.988042868816668e-09
TMCO4,-4.996982489092366e-09
PROX1,-4.997596399518704e-09
HSPE1,-4.9996285628682536e-09
GCNT2,-5.0009145617421676e-09
CCP110,-5.001071739615981e-09
LNX2,-5.020097482912594e-09
KIN,-5.021549566804799e-09
WASHC2A,-5.023375621288236e-09
ZBTB48,-5.029883832388588e-09
SLC18B1,-5.030092591071334e-09
RPA3,-5.033029057204849e-09
ATP5IF1,-5.03859003024515e-09
AC010148.1,-5.040277990274615e-09
MICU3,-5.040595042075261e-09
PCK2,-5.044459407834328e-09
CHD8,-5.044740813880785e-09
AC034222.2,-5.045730961179829e-09
RPL39P3,-5.0461681535989354e-09
AC019270.1,-5.049328322440542e-09
RFX5,-5.051656004571731e-09
BLOC1S4,-5.05244385330318e-09
TNRC6A,-5.0525164693943574e-09
RANBP10,-5.056122021341319e-09
PDCD5P1,-5.059442967902235e-09
ORC3,-5.0599778559968145e-09
WASHC2C,-5.0643036440604345e-09
FBH1,-5.065076042333857e-09
AP003071.3,-5.065350992169008e-09
Z98752.1,-5.06540929520197e-09
AC015688.6,-5.068726554028959e-09
AC018398.1,-5.070891557205321e-09
TPGS1,-5.072409653845521e-09
B3GAT2,-5.077519157823379e-09
KIAA1614,-5.078704191531808e-09
AC004034.1,-5.082555826205782e-09
SH3GL1P3,-5.085437333056643e-09
NIPBL,-5.086270979601537e-09
COPS9,-5.087990496925454e-09
PLGRKT,-5.089921998787402e-09
AC073130.1,-5.091502882935135e-09
MSL3,-5.093079471855949e-09
ATP6V1C2,-5.099030193344981e-09
TIPIN,-5.103302051063474e-09
SPATA5,-5.106131946556426e-09
GBE1,-5.108324810245756e-09
ZNF260,-5.108730660294341e-09
NBEAL2,-5.110958538124555e-09
RBFOX2,-5.1172044215618815e-09
CNOT10,-5.119282316682019e-09
ZNF17,-5.119289956836452e-09
SLC4A7,-5.123758123159618e-09
PRDX3P1,-5.1250785137691324e-09
AC098588.3,-5.1252630365188005e-09
GPAT4,-5.126158361956471e-09
AL391261.4,-5.127471737659062e-09
HLA-G,-5.1292945368277265e-09
SPATA24,-5.132370085973864e-09
MEA1,-5.1326169007788235e-09
ZC3H7A,-5.135128738040436e-09
RNU6-597P,-5.137174680829075e-09
USP34-DT,-5.14183756349852e-09
FMO4,-5.143410075466129e-09
SRPK2,-5.145847641976374e-09
METTL15,-5.1473295880143164e-09
UBXN2A,-5.147821082843572e-09
TVP23C,-5.151213750720878e-09
INTS12,-5.162042631168304e-09
CDKN2C,-5.167502541075268e-09
LINC00900,-5.167743086036421e-09
IFT22,-5.173574230698552e-09
NAV2-IT1,-5.175133569558809e-09
SLC36A4,-5.176694052977553e-09
ZFY,-5.178579034588872e-09
MT-TG,-5.179189408499262e-09
TRAJ48,-5.180242128908558e-09
AC004241.3,-5.180867804878537e-09
AC004466.1,-5.181172033633761e-09
SIGLEC1,-5.1835281270151725e-09
GPM6B,-5.1836594677450665e-09
GATA3-AS1,-5.184999445090198e-09
AC005523.2,-5.185421358393256e-09
AC084125.1,-5.1857012367812725e-09
TMEM18,-5.187942604615493e-09
RN7SL659P,-5.18979538648967e-09
TFPT,-5.2009874142521e-09
WDFY3-AS2,-5.202991901866216e-09
EIF2B3,-5.206228368895303e-09
CASP8AP2,-5.210965948660828e-09
CNPY2-AS1,-5.210984888918648e-09
CD274,-5.211863247619703e-09
SLC26A2,-5.217815420137785e-09
AL117348.1,-5.21857612935488e-09
HAUS3,-5.221315902572516e-09
ZNF543,-5.2283187259243975e-09
RNU6-530P,-5.230244883458785e-09
MRNIP,-5.2322254471879714e-09
LDOC1,-5.234228799339697e-09
UBAP1,-5.236440466371879e-09
LRRC37A16P,-5.241197295382732e-09
ATXN7L3B,-5.2480477601724434e-09
MAFG,-5.248379999925617e-09
ZFP36L2,-5.249868792781197e-09
ARAP2,-5.252467249783718e-09
AC011330.2,-5.2607375916300016e-09
C1QTNF3,-5.26187469802805e-09
SLC10A6,-5.2662423393494955e-09
MORF4L1,-5.269663409837926e-09
STMP1,-5.270482737702414e-09
AC025162.1,-5.273496797894976e-09
PEX11A,-5.2735248514425894e-09
YPEL5,-5.278132180482318e-09
MRPL52,-5.280352945345773e-09
RBL1,-5.280884190273922e-09
WDR3,-5.282887080507872e-09
FAM120C,-5.288139605111588e-09
HSPA6,-5.2891134178194995e-09
AL513477.2,-5.2918226147358405e-09
AC004490.1,-5.2932021941450425e-09
TUT4,-5.294286862656436e-09
RAB5IF,-5.2947270080539105e-09
HNRNPC,-5.2954197405883855e-09
IK,-5.29642715926229e-09
UTP3,-5.2964527774245366e-09
PHF6,-5.296602922962464e-09
MIR4284,-5.297110295912329e-09
DAZAP1,-5.2992121818692166e-09
CDC73,-5.3014741983972106e-09
ZCCHC8,-5.306314512343531e-09
NPTXR,-5.310340369523902e-09
TRMT2A,-5.310353725946918e-09
POU2F2,-5.317247122173114e-09
KDELR2,-5.319923977497845e-09
RPS26P2,-5.321961807091212e-09
SMARCAD1,-5.323820902634144e-09
CYP17A1,-5.324272511483896e-09
SNORA51,-5.326402323343517e-09
IGHV4-31,-5.326402323343816e-09
IGHV5-51,-5.326402323344097e-09
AC087289.5,-5.330728587225783e-09
AASDHPPT,-5.339927434970537e-09
S100A1,-5.341703614769808e-09
NUTF2,-5.341990380337724e-09
ICOS,-5.344436190905973e-09
TMEM127,-5.34603270470729e-09
ANKRD20A5P,-5.349620610459605e-09
ZCCHC24,-5.353900157444854e-09
DDX3Y,-5.3551336296249585e-09
DIAPH3,-5.355849942368476e-09
RPL35AP16,-5.35655006939913e-09
DIS3L,-5.357330869392229e-09
JMY,-5.3623506643198286e-09
LINC02325,-5.363412067999135e-09
IL24,-5.3641882502054375e-09
PCMTD1-DT,-5.364913265459169e-09
RBMS1,-5.368031968430483e-09
TMED7,-5.3691646378026324e-09
RPL23AP81,-5.369482554591451e-09
PPP1R27,-5.372993197294438e-09
CIZ1,-5.377000113491626e-09
MTCO2P27,-5.3770956313984995e-09
